1;A67;1;SO67 - Westfalia campmobile 67A;23
;B67;;SO67 - Westfalia campmobile 67B, like 67A but with pop-up roof, extra bed and built-in roof luggage rack.;23
;D67;;SO67 - Westfalia campmobile 67D, like 67B but with additional tent;23
;E67;;SO67 - Westfalia campmobile 67E;23
;F67;;SO67 - Westfalia campmobile 67F;23
;G67;;SO67 - Westfalia campmobile 67G;23
;H67;;SO67 - Westfalia campmobile 67H;23
